T	BoM MJO RMM amplitude
julian_day	unitless
    2457351.    	    1.412645    
    2457352.    	    1.483699    
    2457353.    	    1.551906    
    2457354.    	    1.778143    
    2457355.    	    1.863176    
    2457356.    	    1.540505    
    2457357.    	    1.222800    
    2457358.    	    1.161194    
    2457359.    	   0.8623142    
    2457360.    	   0.4744733    
    2457361.    	   0.5694703    
    2457362.    	   0.9432782    
    2457363.    	    1.254890    
    2457364.    	    1.367154    
    2457365.    	    1.494915    
    2457366.    	    1.268512    
    2457367.    	    1.392032    
    2457368.    	    1.402811    
    2457369.    	    1.678089    
    2457370.    	    1.885530    
    2457371.    	    2.040190    
    2457372.    	    2.228699    
    2457373.    	    2.430047    
    2457374.    	    2.441377    
    2457375.    	    2.597655    
    2457376.    	    2.802682    
    2457377.    	    2.818847    
    2457378.    	    2.290003    
    2457379.    	    2.058928    
    2457380.    	    2.438621    
    2457381.    	    2.668110    
    2457382.    	    2.542905    
    2457383.    	    2.300270    
    2457384.    	    2.356991    
    2457385.    	    2.471681    
    2457386.    	    2.496583    
    2457387.    	    2.340876    
    2457388.    	    1.997620    
    2457389.    	    2.021989    
    2457390.    	    2.195896    
    2457391.    	    2.177014    
    2457392.    	    2.301857    
    2457393.    	    2.479237    
    2457394.    	    2.503874    
    2457395.    	    2.552699    
    2457396.    	    2.343430    
    2457397.    	    1.953413    
    2457398.    	    1.910306    
    2457399.    	    1.240103    
    2457400.    	    1.046025    
    2457401.    	    1.401179    
    2457402.    	    1.398533    
    2457403.    	    1.215029    
    2457404.    	    1.133656    
    2457405.    	    1.111050    
    2457406.    	    1.099421    
    2457407.    	    1.068265    
    2457408.    	   0.8933037    
    2457409.    	   0.7132636    
    2457410.    	   0.2366350    
    2457411.    	   4.0137198E-02
    2457412.    	   0.4036138    
    2457413.    	   0.7794278    
    2457414.    	    1.234400    
    2457415.    	    1.240794    
    2457416.    	    1.195801    
    2457417.    	    1.226728    
    2457418.    	    1.171198    
    2457419.    	    1.032379    
    2457420.    	    1.023479    
    2457421.    	    1.254591    
    2457422.    	    1.158671    
    2457423.    	    1.418324    
    2457424.    	    1.665826    
    2457425.    	    2.070202    
    2457426.    	    2.034570    
    2457427.    	    1.846093    
    2457428.    	    1.901083    
    2457429.    	    1.998153    
    2457430.    	    2.019556    
    2457431.    	    2.020747    
    2457432.    	    2.263743    
    2457433.    	    2.261320    
    2457434.    	    2.404748    
    2457435.    	    2.311357    
    2457436.    	    2.046567    
    2457437.    	    1.902219    
    2457438.    	    1.923205    
    2457439.    	    2.078113    
    2457440.    	    2.334730    
    2457441.    	    2.660530    
    2457442.    	    3.067048    
    2457443.    	    2.929369    
    2457444.    	    2.758154    
    2457445.    	    2.565283    
    2457446.    	    2.249467    
    2457447.    	    1.823397    
    2457448.    	    1.737623    
    2457449.    	    1.735047    
    2457450.    	    1.651115    
    2457451.    	    1.776576    
    2457452.    	    1.444593    
    2457453.    	    1.279490    
    2457454.    	    1.130094    
    2457455.    	   0.9496809    
    2457456.    	   0.9717857    
    2457457.    	   0.9079511    
    2457458.    	   0.6811594    
    2457459.    	   0.7000321    
    2457460.    	   0.8919263    
    2457461.    	    1.097221    
    2457462.    	    1.020475    
    2457463.    	    1.090890    
    2457464.    	    1.138540    
    2457465.    	    1.288052    
    2457466.    	    1.350526    
    2457467.    	    1.382213    
    2457468.    	    1.480345    
    2457469.    	    1.687379    
    2457470.    	    1.695421    
    2457471.    	    1.636372    
    2457472.    	    1.459439    
    2457473.    	    1.302769    
    2457474.    	   0.9669456    
    2457475.    	   0.8320909    
    2457476.    	   0.7495677    
    2457477.    	    1.243921    
    2457478.    	    1.506908    
    2457479.    	    1.459614    
    2457480.    	    1.373699    
    2457481.    	    1.227679    
    2457482.    	   0.9957706    
    2457483.    	   0.9188915    
    2457484.    	    1.094151    
    2457485.    	    1.116608    
    2457486.    	   0.9074870    
    2457487.    	   0.7256091    
    2457488.    	   0.8262839    
    2457489.    	   0.7452247    
    2457490.    	   0.6568840    
    2457491.    	   0.8274902    
    2457492.    	    1.085945    
    2457493.    	   0.8642651    
    2457494.    	   0.5217717    
    2457495.    	   0.3325902    
    2457496.    	   0.1696576    
    2457497.    	   0.1086654    
    2457498.    	   0.3190104    
    2457499.    	   0.2015722    
    2457500.    	   0.2831078    
    2457501.    	   0.2938991    
    2457502.    	   0.3558846    
    2457503.    	   0.3148758    
    2457504.    	   0.4710527    
    2457505.    	   0.5362304    
    2457506.    	   0.6944396    
    2457507.    	   0.5786629    
    2457508.    	   0.5754369    
    2457509.    	   0.6952617    
    2457510.    	   0.8395687    
    2457511.    	   0.8417398    
    2457512.    	   0.8833231    
    2457513.    	    1.009820    
    2457514.    	    1.199996    
    2457515.    	    1.201868    
    2457516.    	    1.501736    
    2457517.    	    1.538093    
    2457518.    	    1.648217    
    2457519.    	    1.586039    
    2457520.    	    1.857810    
    2457521.    	    2.106830    
    2457522.    	    2.088162    
    2457523.    	    1.951287    
    2457524.    	    1.930038    
    2457525.    	    2.092625    
    2457526.    	    1.975384    
    2457527.    	    1.942844    
    2457528.    	    2.134492    
    2457529.    	    2.136868    
    2457530.    	    2.036526    
    2457531.    	    1.890508    
    2457532.    	    1.553083    
    2457533.    	    1.101229    
    2457534.    	   0.8089923    
    2457535.    	   0.4768593    
    2457536.    	   0.3628673    
    2457537.    	   0.2949305    
    2457538.    	   0.3647956    
    2457539.    	   0.3976690    
    2457540.    	   0.1075204    
    2457541.    	   0.1405850    
    2457542.    	   0.2261971    
    2457543.    	   0.6019421    
    2457544.    	   0.8166355    
    2457545.    	   0.8929734    
    2457546.    	   0.8260183    
    2457547.    	   0.5501256    
    2457548.    	   0.6634523    
    2457549.    	    1.161020    
    2457550.    	    1.480335    
    2457551.    	    1.694761    
    2457552.    	    1.971201    
    2457553.    	    2.211106    
    2457554.    	    2.281893    
    2457555.    	    2.224066    
    2457556.    	    2.318848    
    2457557.    	    2.357281    
    2457558.    	    2.176835    
    2457559.    	    2.079111    
    2457560.    	    2.022713    
    2457561.    	    2.128122    
    2457562.    	    2.043566    
    2457563.    	    2.122844    
    2457564.    	    2.360202    
    2457565.    	    2.147873    
    2457566.    	    2.146248    
    2457567.    	    2.134875    
    2457568.    	    1.540495    
    2457569.    	   0.7525705    
    2457570.    	   0.7203542    
    2457571.    	   0.8323256    
    2457572.    	   0.7249759    
    2457573.    	   0.6727376    
    2457574.    	   0.7600718    
    2457575.    	   0.5801138    
    2457576.    	   0.1675203    
    2457577.    	   0.1153417    
    2457578.    	   0.4284451    
    2457579.    	   0.5118380    
    2457580.    	   0.7344511    
    2457581.    	   0.8615784    
    2457582.    	   0.9365173    
    2457583.    	    1.027182    
    2457584.    	    1.155987    
    2457585.    	    1.360200    
    2457586.    	    1.587490    
    2457587.    	    1.749176    
    2457588.    	    1.711005    
    2457589.    	    1.661711    
    2457590.    	    1.884772    
    2457591.    	    1.935022    
    2457592.    	    1.624341    
    2457593.    	    1.368421    
    2457594.    	    1.299981    
    2457595.    	    1.213320    
    2457596.    	   0.8747910    
    2457597.    	   0.8285515    
    2457598.    	   0.6342726    
    2457599.    	   0.6730820    
    2457600.    	   0.6245133    
    2457601.    	   0.7295677    
    2457602.    	   0.7971969    
    2457603.    	   0.8496244    
    2457604.    	   0.8329048    
    2457605.    	   0.6254320    
    2457606.    	   0.9432083    
    2457607.    	    1.265239    
    2457608.    	    1.327584    
    2457609.    	    1.313919    
    2457610.    	    1.407087    
    2457611.    	    1.245424    
    2457612.    	    1.174910    
    2457613.    	    1.394786    
    2457614.    	    1.714017    
    2457615.    	    1.660683    
    2457616.    	    1.828431    
    2457617.    	    1.844048    
    2457618.    	    1.874510    
    2457619.    	    1.786354    
    2457620.    	    1.692312    
    2457621.    	    1.805429    
    2457622.    	    1.832484    
    2457623.    	    1.929749    
    2457624.    	    1.883231    
    2457625.    	    1.708461    
    2457626.    	    1.782439    
    2457627.    	    1.531010    
    2457628.    	    1.275432    
    2457629.    	   0.9999267    
    2457630.    	   0.6774905    
    2457631.    	   0.4510069    
    2457632.    	   0.8118104    
    2457633.    	   0.5567614    
    2457634.    	   0.3159655    
    2457635.    	   0.3752154    
    2457636.    	   0.3856814    
    2457637.    	   0.4372883    
    2457638.    	   0.5723112    
    2457639.    	   0.6228070    
    2457640.    	   0.5945162    
    2457641.    	   0.4884121    
    2457642.    	   0.3644721    
    2457643.    	   0.7626760    
    2457644.    	    1.188039    
    2457645.    	    1.299763    
    2457646.    	    1.497151    
    2457647.    	    1.714691    
    2457648.    	    1.691332    
    2457649.    	    1.532674    
    2457650.    	    1.485819    
    2457651.    	    1.554441    
    2457652.    	    1.397548    
    2457653.    	   0.9501423    
    2457654.    	   0.7960104    
    2457655.    	   0.7840334    
    2457656.    	   0.8864199    
    2457657.    	    1.081360    
    2457658.    	    1.302519    
    2457659.    	    1.258883    
    2457660.    	    1.290346    
    2457661.    	    1.348221    
    2457662.    	    1.426593    
    2457663.    	    1.622826    
    2457664.    	    1.800170    
    2457665.    	    1.795673    
    2457666.    	    1.457411    
    2457667.    	    1.284331    
    2457668.    	    1.159904    
    2457669.    	   0.7940286    
    2457670.    	   0.3845915    
    2457671.    	   0.3332480    
    2457672.    	   0.5366396    
    2457673.    	   0.6653398    
    2457674.    	   0.6616884    
    2457675.    	   0.8819056    
    2457676.    	   0.7457752    
    2457677.    	   0.6462602    
    2457678.    	   0.4774601    
    2457679.    	   0.4013891    
    2457680.    	   0.3865715    
    2457681.    	   0.2020044    
    2457682.    	   0.1915783    
    2457683.    	   0.3816196    
    2457684.    	   0.3058379    
    2457685.    	   0.3056661    
    2457686.    	   0.1439684    
    2457687.    	   0.1840807    
    2457688.    	   0.4048068    
    2457689.    	   0.7952471    
    2457690.    	   0.7591270    
    2457691.    	   0.5523807    
    2457692.    	   0.3944854    
    2457693.    	   0.4207579    
    2457694.    	   0.6725124    
    2457695.    	   0.8863449    
    2457696.    	   0.9714310    
    2457697.    	    1.337858    
    2457698.    	    1.481060    
    2457699.    	    1.471383    
    2457700.    	    1.559895    
    2457701.    	    1.956931    
    2457702.    	    2.058504    
    2457703.    	    2.191349    
    2457704.    	    2.223522    
    2457705.    	    2.323045    
    2457706.    	    2.163448    
