T	BoM MJO RMM phase
julian_day	unitless
    2456908.    	    4.000000    
    2456909.    	    4.000000    
    2456910.    	    5.000000    
    2456911.    	    4.000000    
    2456912.    	   1.0000000    
    2456913.    	    8.000000    
    2456914.    	    8.000000    
    2456915.    	    8.000000    
    2456916.    	    8.000000    
    2456917.    	    8.000000    
    2456918.    	    8.000000    
    2456919.    	   1.0000000    
    2456920.    	   1.0000000    
    2456921.    	    2.000000    
    2456922.    	    2.000000    
    2456923.    	    3.000000    
    2456924.    	    3.000000    
    2456925.    	    3.000000    
    2456926.    	    3.000000    
    2456927.    	    4.000000    
    2456928.    	    5.000000    
    2456929.    	    4.000000    
    2456930.    	    4.000000    
    2456931.    	    5.000000    
    2456932.    	    5.000000    
    2456933.    	    5.000000    
    2456934.    	    5.000000    
    2456935.    	    5.000000    
    2456936.    	    5.000000    
    2456937.    	    6.000000    
    2456938.    	    6.000000    
    2456939.    	    6.000000    
    2456940.    	    7.000000    
    2456941.    	    7.000000    
    2456942.    	    7.000000    
    2456943.    	    8.000000    
    2456944.    	    8.000000    
    2456945.    	    8.000000    
    2456946.    	   1.0000000    
    2456947.    	   1.0000000    
    2456948.    	   1.0000000    
    2456949.    	   1.0000000    
    2456950.    	   1.0000000    
    2456951.    	   1.0000000    
    2456952.    	   1.0000000    
    2456953.    	   1.0000000    
    2456954.    	   1.0000000    
    2456955.    	   1.0000000    
    2456956.    	   1.0000000    
    2456957.    	    2.000000    
    2456958.    	    2.000000    
    2456959.    	    3.000000    
    2456960.    	    3.000000    
    2456961.    	    3.000000    
    2456962.    	    3.000000    
    2456963.    	    3.000000    
    2456964.    	    3.000000    
    2456965.    	    3.000000    
    2456966.    	    3.000000    
    2456967.    	    3.000000    
    2456968.    	    2.000000    
    2456969.    	   1.0000000    
    2456970.    	    8.000000    
    2456971.    	    8.000000    
    2456972.    	    8.000000    
    2456973.    	   1.0000000    
    2456974.    	   1.0000000    
    2456975.    	   1.0000000    
    2456976.    	   1.0000000    
    2456977.    	   1.0000000    
    2456978.    	   1.0000000    
    2456979.    	   1.0000000    
    2456980.    	    2.000000    
    2456981.    	    2.000000    
    2456982.    	    2.000000    
    2456983.    	    3.000000    
    2456984.    	    3.000000    
    2456985.    	    3.000000    
    2456986.    	    3.000000    
    2456987.    	    3.000000    
    2456988.    	    3.000000    
    2456989.    	    3.000000    
    2456990.    	    4.000000    
    2456991.    	    4.000000    
    2456992.    	    4.000000    
    2456993.    	    5.000000    
    2456994.    	    5.000000    
    2456995.    	    5.000000    
    2456996.    	    5.000000    
    2456997.    	    5.000000    
    2456998.    	    6.000000    
    2456999.    	    6.000000    
    2457000.    	    6.000000    
    2457001.    	    7.000000    
    2457002.    	    7.000000    
    2457003.    	    7.000000    
    2457004.    	    7.000000    
    2457005.    	    8.000000    
    2457006.    	    7.000000    
    2457007.    	    5.000000    
    2457008.    	    4.000000    
    2457009.    	    3.000000    
    2457010.    	    3.000000    
    2457011.    	    3.000000    
    2457012.    	    3.000000    
    2457013.    	    3.000000    
    2457014.    	    3.000000    
    2457015.    	    3.000000    
    2457016.    	    3.000000    
    2457017.    	    3.000000    
    2457018.    	    4.000000    
    2457019.    	    4.000000    
    2457020.    	    4.000000    
    2457021.    	    4.000000    
    2457022.    	    4.000000    
    2457023.    	    5.000000    
    2457024.    	    5.000000    
    2457025.    	    5.000000    
    2457026.    	    5.000000    
    2457027.    	    5.000000    
    2457028.    	    5.000000    
    2457029.    	    5.000000    
    2457030.    	    5.000000    
    2457031.    	    5.000000    
    2457032.    	    6.000000    
    2457033.    	    6.000000    
    2457034.    	    6.000000    
    2457035.    	    6.000000    
    2457036.    	    6.000000    
    2457037.    	    6.000000    
    2457038.    	    7.000000    
    2457039.    	    7.000000    
    2457040.    	    7.000000    
    2457041.    	    7.000000    
    2457042.    	    7.000000    
    2457043.    	    7.000000    
    2457044.    	    7.000000    
    2457045.    	    7.000000    
    2457046.    	    7.000000    
    2457047.    	    8.000000    
    2457048.    	    7.000000    
    2457049.    	    7.000000    
    2457050.    	    7.000000    
    2457051.    	    6.000000    
    2457052.    	    6.000000    
    2457053.    	    6.000000    
    2457054.    	    6.000000    
    2457055.    	    6.000000    
    2457056.    	    6.000000    
    2457057.    	    6.000000    
    2457058.    	    7.000000    
    2457059.    	    7.000000    
    2457060.    	    8.000000    
    2457061.    	    8.000000    
    2457062.    	    8.000000    
    2457063.    	    8.000000    
    2457064.    	    8.000000    
    2457065.    	    7.000000    
    2457066.    	    7.000000    
    2457067.    	    6.000000    
    2457068.    	    6.000000    
    2457069.    	    6.000000    
    2457070.    	    6.000000    
    2457071.    	    5.000000    
    2457072.    	    5.000000    
    2457073.    	    6.000000    
    2457074.    	    7.000000    
    2457075.    	    7.000000    
    2457076.    	    7.000000    
    2457077.    	    7.000000    
    2457078.    	    7.000000    
    2457079.    	    7.000000    
    2457080.    	    6.000000    
    2457081.    	    4.000000    
    2457082.    	    3.000000    
    2457083.    	    4.000000    
    2457084.    	    4.000000    
    2457085.    	    4.000000    
    2457086.    	    5.000000    
    2457087.    	    4.000000    
    2457088.    	    5.000000    
    2457089.    	    5.000000    
    2457090.    	    5.000000    
    2457091.    	    5.000000    
    2457092.    	    6.000000    
    2457093.    	    6.000000    
    2457094.    	    6.000000    
    2457095.    	    6.000000    
    2457096.    	    7.000000    
    2457097.    	    7.000000    
    2457098.    	    7.000000    
    2457099.    	    7.000000    
    2457100.    	    8.000000    
    2457101.    	    8.000000    
    2457102.    	    8.000000    
    2457103.    	    8.000000    
    2457104.    	    8.000000    
    2457105.    	    8.000000    
    2457106.    	    8.000000    
    2457107.    	   1.0000000    
    2457108.    	   1.0000000    
    2457109.    	   1.0000000    
    2457110.    	    2.000000    
    2457111.    	    2.000000    
    2457112.    	    2.000000    
    2457113.    	    2.000000    
    2457114.    	    3.000000    
    2457115.    	    3.000000    
    2457116.    	    3.000000    
    2457117.    	    3.000000    
    2457118.    	    3.000000    
    2457119.    	    3.000000    
    2457120.    	    3.000000    
    2457121.    	    3.000000    
    2457122.    	    3.000000    
    2457123.    	    2.000000    
    2457124.    	    2.000000    
    2457125.    	    2.000000    
    2457126.    	    2.000000    
    2457127.    	    2.000000    
    2457128.    	    2.000000    
    2457129.    	   1.0000000    
    2457130.    	    2.000000    
    2457131.    	    3.000000    
    2457132.    	    2.000000    
    2457133.    	    2.000000    
    2457134.    	    3.000000    
    2457135.    	    3.000000    
    2457136.    	    2.000000    
    2457137.    	    3.000000    
    2457138.    	    4.000000    
    2457139.    	    8.000000    
    2457140.    	    8.000000    
    2457141.    	    8.000000    
    2457142.    	    8.000000    
    2457143.    	    8.000000    
    2457144.    	    8.000000    
    2457145.    	    8.000000    
    2457146.    	    7.000000    
    2457147.    	    7.000000    
    2457148.    	    7.000000    
    2457149.    	    8.000000    
    2457150.    	    8.000000    
    2457151.    	    5.000000    
    2457152.    	    6.000000    
    2457153.    	    6.000000    
    2457154.    	    6.000000    
    2457155.    	    7.000000    
    2457156.    	    7.000000    
    2457157.    	    8.000000    
    2457158.    	    7.000000    
    2457159.    	    7.000000    
    2457160.    	    7.000000    
    2457161.    	    7.000000    
    2457162.    	    7.000000    
    2457163.    	    7.000000    
    2457164.    	    8.000000    
    2457165.    	   1.0000000    
    2457166.    	   1.0000000    
    2457167.    	   1.0000000    
    2457168.    	   1.0000000    
    2457169.    	   1.0000000    
    2457170.    	   1.0000000    
    2457171.    	   1.0000000    
    2457172.    	   1.0000000    
    2457173.    	   1.0000000    
    2457174.    	   1.0000000    
    2457175.    	   1.0000000    
    2457176.    	   1.0000000    
    2457177.    	   1.0000000    
    2457178.    	   1.0000000    
    2457179.    	   1.0000000    
    2457180.    	    2.000000    
    2457181.    	    2.000000    
    2457182.    	    2.000000    
    2457183.    	    2.000000    
    2457184.    	    2.000000    
    2457185.    	    3.000000    
    2457186.    	    3.000000    
    2457187.    	    3.000000    
    2457188.    	    3.000000    
    2457189.    	    3.000000    
    2457190.    	    4.000000    
    2457191.    	    4.000000    
    2457192.    	    4.000000    
    2457193.    	    4.000000    
    2457194.    	    4.000000    
    2457195.    	    4.000000    
    2457196.    	    5.000000    
    2457197.    	    5.000000    
    2457198.    	    5.000000    
    2457199.    	    5.000000    
    2457200.    	    5.000000    
    2457201.    	    6.000000    
    2457202.    	    6.000000    
    2457203.    	    6.000000    
    2457204.    	    6.000000    
    2457205.    	    6.000000    
    2457206.    	    7.000000    
    2457207.    	    7.000000    
    2457208.    	    7.000000    
    2457209.    	    7.000000    
    2457210.    	    7.000000    
    2457211.    	    7.000000    
    2457212.    	    7.000000    
    2457213.    	    7.000000    
    2457214.    	    7.000000    
    2457215.    	    7.000000    
    2457216.    	    8.000000    
    2457217.    	    8.000000    
    2457218.    	    8.000000    
    2457219.    	    8.000000    
    2457220.    	    8.000000    
    2457221.    	   1.0000000    
    2457222.    	   1.0000000    
    2457223.    	    2.000000    
    2457224.    	    2.000000    
    2457225.    	    2.000000    
    2457226.    	    2.000000    
    2457227.    	    2.000000    
    2457228.    	    2.000000    
    2457229.    	    2.000000    
    2457230.    	   1.0000000    
    2457231.    	   1.0000000    
    2457232.    	   1.0000000    
    2457233.    	   1.0000000    
    2457234.    	   1.0000000    
    2457235.    	   1.0000000    
    2457236.    	    7.000000    
    2457237.    	    7.000000    
    2457238.    	    6.000000    
    2457239.    	    6.000000    
    2457240.    	    6.000000    
    2457241.    	    6.000000    
    2457242.    	    6.000000    
    2457243.    	    6.000000    
    2457244.    	    6.000000    
